date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:26:20	425/425	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2027%20Aug%202024%2010:26:19%20GMT	https://sezaiakman75.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://sezaiakman75.wordpress.com/)
13:26:20	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370238.4058	http://stats.wp.com/w.js?67	/home/igli/Desktop/winterschool/crawl_wp/stats.wp.com/w735b.js	(from https://sezaiakman75.wordpress.com/)
13:26:21	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Aug%202024%2010:26:21%20GMT	https://pixel.wp.com/b.gif?v=noscript	/home/igli/Desktop/winterschool/crawl_wp/pixel.wp.com/b0b80.gif	(from https://sezaiakman75.wordpress.com/)
13:26:23	6217/6217	---MCZ	200	added ('OK')	application/javascript	etag:W/%22666afffe-1849%22	https://sezaiakman75.wordpress.com/wp-content/js/bilmur.min.js?i=12&m=202435	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-content/js/bilmur.mina2a5.js	(from https://sezaiakman75.wordpress.com/)
13:26:23	371/371	---MCZ	200	added ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2010:26:23%20GMT	http://s1.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
13:26:25	371/371	---MCZ	200	added ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2010:26:24%20GMT	http://s2.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
13:26:25	371/371	---MCZ	200	added ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2010:26:25%20GMT	http://s0.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
13:26:27	371/371	---MCZ	200	added ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2010:26:26%20GMT	https://s1.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
13:26:27	108627/108627	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2010:26:27%20GMT	https://sezaiakman75.wordpress.com/program/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/program/index.html	(from https://sezaiakman75.wordpress.com/?page_id=6)
13:26:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2010:26:27%20GMT	https://wp.me/PfZ8BV-3t	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-3t.1e.delayed	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:29	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2010:26:28%20GMT	http://wordpress.com/	/home/igli/Desktop/winterschool/crawl_wp/wordpress.com/index.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:29	32388/32388	---MCZ	200	added ('OK')	text/css	etag:W/%2264711287-7e84%22	https://s0.wp.com/_static/??-eJyljEsKgDAMBS9kDUUquhDPom0Qaz/BNHh9KdgTuBl4w2PgIWVzKpgKRFEU5DgTg8dCm72+DTHnCicBGex2Z2EMwM9JeKtdkgvYW+YOftTaqYkaXOOix8noQU+z8S9MR0BZ&cssminify=yes	/home/igli/Desktop/winterschool/crawl_wp/s0.wp.com/_static/indexaa46.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:29	93519/93519	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2010:26:27%20GMT	https://sezaiakman75.wordpress.com/venue/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/venue/index.html	(from https://sezaiakman75.wordpress.com/?page_id=7)
13:26:29	130574/130574	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Aug%202024%2010:26:27%20GMT	https://sezaiakman75.wordpress.com/sponsors/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/sponsors/index.html	(from https://sezaiakman75.wordpress.com/?page_id=155)
13:26:30	39891/39891	---MCZ	200	added ('OK')	text/css	etag:W/%226466d548-9bd3%22	https://s1.wp.com/_static/??-eJx9jtEKgzAMRX/IGITKtoexb3GlK3FpIray3zdOUByyt3vu5YTgZwCvUoIUTBMMPEWSjF5TsgqY3sEo/zS1NRUSihYyO29hHc5vxqDA6rtCKgeAF3c0/lPH8GSNFuP3lx0X6ZHujWtvzl0vjetndXVNhA==&cssminify=yes	/home/igli/Desktop/winterschool/crawl_wp/s1.wp.com/_static/index6f20.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:30	27404/27404	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Aug%202024%2015:28:34%20GMT	https://sezaiakman75.wordpress.com/wp-content/uploads/2024/08/qcri-cmyk-e1530695570128-1.jpg	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-content/uploads/2024/08/qcri-cmyk-e1530695570128-1.jpg	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:30	2376/2376	---MCZ	200	added ('OK')	application/json	date:Tue,%2027%20Aug%202024%2010:26:30%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-sponsor-qcri%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/indexf6a7.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:30	2570/2570	---MCZ	200	added ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2010:26:30%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-sponsor-qcri%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index03bb.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:31	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2010:26:31%20GMT	https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor438e.php	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:32	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2010:26:32%20GMT	https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login73f2.php	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
13:26:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2010:26:33%20GMT	https://wp.me/PfZ8BV-3A	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-3A.22.delayed	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
13:26:34	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2010:26:34%20GMT	https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor438e.php	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
13:26:35	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2010:26:35%20GMT	https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login73f2.php	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
13:26:37	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684460865828.371	https://s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	/home/igli/Desktop/winterschool/crawl_wp/s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
13:26:37	2233/2233	---MCZ	200	added ('OK')	application/json	date:Tue,%2027%20Aug%202024%2010:26:36%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-google-deepmind%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/indexad0a.html	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
13:26:37	2354/2354	---MCZ	200	added ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2010:26:36%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-google-deepmind%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index6417.html	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
13:26:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2010:26:37%20GMT	https://wp.me/PfZ8BV-9	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-9.26.delayed	(from https://sezaiakman75.wordpress.com/registration/)
13:26:38	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2010:26:38%20GMT	https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor438e.php	(from https://sezaiakman75.wordpress.com/registration/)
13:26:39	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2010:26:39%20GMT	https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login73f2.php	(from https://sezaiakman75.wordpress.com/registration/)
13:26:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2010:26:40%20GMT	https://wp.me/PfZ8BV-a	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-a	(from https://sezaiakman75.wordpress.com/application/)
13:26:41	2154/2154	---MCZ	200	added ('OK')	application/json	date:Tue,%2027%20Aug%202024%2010:26:40%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fregistration%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index744a.html	(from https://sezaiakman75.wordpress.com/registration/)
