date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:34:30	90477/90477	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:30%20GMT	https://sezaiakman75.wordpress.com/about/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/about/index.html	(from https://sezaiakman75.wordpress.com/)
14:34:30	95301/95301	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:30%20GMT	https://sezaiakman75.wordpress.com/faq/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/faq/index.html	(from https://sezaiakman75.wordpress.com/)
14:34:31	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684465005221.1526	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	/home/igli/Desktop/winterschool/crawl_wp/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://sezaiakman75.wordpress.com/)
14:34:31	98229/98229	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:31%20GMT	https://sezaiakman75.wordpress.com/code-of-conduct/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/code-of-conduct/index.html	(from https://sezaiakman75.wordpress.com/)
14:34:31	111563/111563	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:31%20GMT	https://sezaiakman75.wordpress.com/resources/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/resources/index.html	(from https://sezaiakman75.wordpress.com/)
14:34:32	166/166	------	412	error ('Precondition%20Failed')	text/html	date:Tue,%2027%20Aug%202024%2010:27:32%20GMT	https://s2.wp.com/i/logo/wpcom-gray-white.png	/home/igli/Desktop/winterschool/crawl_wp/s2.wp.com/i/logo/wpcom-gray-white.png	(from https://sezaiakman75.wordpress.com/)
14:34:33	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2011:34:33%20GMT	https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//home	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor8002.php	(from https://sezaiakman75.wordpress.com/)
14:34:34	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2011:34:34%20GMT	https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fhome&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login0e44.php	(from https://sezaiakman75.wordpress.com/)
14:34:35	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/15307-1700657606032.2393	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20231122	/home/igli/Desktop/winterschool/crawl_wp/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.js	(from https://sezaiakman75.wordpress.com/)
14:34:37	425/425	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2027%20Aug%202024%2011:34:36%20GMT	https://sezaiakman75.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://sezaiakman75.wordpress.com/)
14:34:37	371/371	U--MCZ	200	updated ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2011:34:37%20GMT	http://s1.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
14:34:38	371/371	U--MCZ	200	updated ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2011:34:38%20GMT	http://s2.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
14:34:40	371/371	U--MCZ	200	updated ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2011:34:39%20GMT	http://s0.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
14:34:41	371/371	U--MCZ	200	updated ('OK')	text/plain	date:Tue,%2027%20Aug%202024%2011:34:40%20GMT	https://s1.wp.com/robots.txt		(from https://sezaiakman75.wordpress.com/)
14:34:41	93523/93523	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:41%20GMT	https://sezaiakman75.wordpress.com/venue/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/venue/index.html	(from https://sezaiakman75.wordpress.com/?page_id=7)
14:34:41	108627/108627	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:41%20GMT	https://sezaiakman75.wordpress.com/program/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/program/index.html	(from https://sezaiakman75.wordpress.com/?page_id=6)
14:34:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:41%20GMT	https://wp.me/PfZ8BV-3t	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-3t.1b.delayed	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:41	130277/130277	U--MCZ	200	updated ('OK')	text/html	date:Tue,%2027%20Aug%202024%2011:34:41%20GMT	https://sezaiakman75.wordpress.com/sponsors/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/sponsors/index.html	(from https://sezaiakman75.wordpress.com/?page_id=155)
14:34:42	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2011:34:42%20GMT	https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor438e.php	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:43	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2011:34:43%20GMT	https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login73f2.php	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:44%20GMT	http://wordpress.com/	/home/igli/Desktop/winterschool/crawl_wp/wordpress.com/index.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:46	2376/2376	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2027%20Aug%202024%2011:34:44%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-sponsor-qcri%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/indexf6a7.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:47	2570/2570	U--MCZ	200	updated ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2011:34:45%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-sponsor-qcri%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index03bb.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:47	39891/39891	U--MCZ	200	updated ('OK')	text/css	etag:W/%22650e166c-9bd3%22	https://s1.wp.com/_static/??-eJx9jtEKgzAMRX/IGITKtoexb3GlK3FpIray3zdOUByyt3vu5YTgZwCvUoIUTBMMPEWSjF5TsgqY3sEo/zS1NRUSihYyO29hHc5vxqDA6rtCKgeAF3c0/lPH8GSNFuP3lx0X6ZHujWtvzl0vjetndXVNhA==&cssminify=yes	/home/igli/Desktop/winterschool/crawl_wp/s1.wp.com/_static/index6f20.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:47	32388/32388	U-----	200	untouched ('OK')	text/css	etag:W/%2264711287-7e84%22	https://s0.wp.com/_static/??-eJyljEsKgDAMBS9kDUUquhDPom0Qaz/BNHh9KdgTuBl4w2PgIWVzKpgKRFEU5DgTg8dCm72+DTHnCicBGex2Z2EMwM9JeKtdkgvYW+YOftTaqYkaXOOix8noQU+z8S9MR0BZ&cssminify=yes	/home/igli/Desktop/winterschool/crawl_wp/s0.wp.com/_static/indexaa46.html	(from https://sezaiakman75.wordpress.com/gold-sponsor-qcri/)
14:34:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:47%20GMT	https://wp.me/PfZ8BV-3A	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-3A.1f.delayed	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
14:34:48	2354/2354	U--MCZ	200	updated ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2011:34:48%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-google-deepmind%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index6417.html	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
14:34:48	2233/2233	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2027%20Aug%202024%2011:34:48%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fgold-google-deepmind%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/indexad0a.html	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
14:34:48	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2011:34:48%20GMT	https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor.20438e.delayed	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
14:34:49	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2027%20Aug%202024%2011:34:49%20GMT	https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login.2173f2.delayed	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
14:34:51	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684465004961.1526	https://s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	/home/igli/Desktop/winterschool/crawl_wp/s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://sezaiakman75.wordpress.com/gold-google-deepmind/)
14:34:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:51%20GMT	https://wp.me/PfZ8BV-9	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-9	(from https://sezaiakman75.wordpress.com/registration/)
14:34:52	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor.24438e.delayed	(from https://sezaiakman75.wordpress.com/registration/)
14:34:52	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login.2573f2.delayed	(from https://sezaiakman75.wordpress.com/registration/)
14:34:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:52%20GMT	https://wp.me/PfZ8BV-a	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-a	(from https://sezaiakman75.wordpress.com/application/)
14:34:53	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor.27438e.delayed	(from https://sezaiakman75.wordpress.com/application/)
14:34:53	2154/2154	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2027%20Aug%202024%2011:34:52%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fregistration%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index744a.html	(from https://sezaiakman75.wordpress.com/registration/)
14:34:53	2275/2275	U--MCZ	200	updated ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2011:34:52%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fregistration%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index7fb9.html	(from https://sezaiakman75.wordpress.com/registration/)
14:34:53	2149/2149	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2027%20Aug%202024%2011:34:53%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fapplication%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index29e0.html	(from https://sezaiakman75.wordpress.com/application/)
14:34:53	2270/2270	U--MCZ	200	updated ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2011:34:53%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fapplication%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index353b.html	(from https://sezaiakman75.wordpress.com/application/)
14:34:54	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login.2873f2.delayed	(from https://sezaiakman75.wordpress.com/application/)
14:34:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:54%20GMT	https://wp.me/PfZ8BV-1	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-1.2a.delayed	(from https://sezaiakman75.wordpress.com/about/)
14:34:55	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor.2b438e.delayed	(from https://sezaiakman75.wordpress.com/about/)
14:34:55	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login.2c73f2.delayed	(from https://sezaiakman75.wordpress.com/about/)
14:34:55	860/860	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%22ccf242b491e06434a5b5b03132dfcdfb%22	https://sezaiakman75.wordpress.com/about/feed/	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/about/feed/index.html	(from https://sezaiakman75.wordpress.com/about/)
14:34:55	2119/2119	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2027%20Aug%202024%2011:34:55%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fabout%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/indexedbc.html	(from https://sezaiakman75.wordpress.com/about/)
14:34:55	2240/2240	U--MCZ	200	updated ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2011:34:55%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fabout%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index4e68.html	(from https://sezaiakman75.wordpress.com/about/)
14:34:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:55%20GMT	https://wp.me/PfZ8BV-1j	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-1j.2d.delayed	(from https://sezaiakman75.wordpress.com/faq/)
14:34:56	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor.2e438e.delayed	(from https://sezaiakman75.wordpress.com/faq/)
14:34:56	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login.2f73f2.delayed	(from https://sezaiakman75.wordpress.com/faq/)
14:34:56	2109/2109	U--MCZ	200	updated ('OK')	application/json	date:Tue,%2027%20Aug%202024%2011:34:56%20GMT	https://public-api.wordpress.com/oembed/?format=json&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Ffaq%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index10ee.html	(from https://sezaiakman75.wordpress.com/faq/)
14:34:56	2230/2230	U--MCZ	200	updated ('OK')	text/xml	date:Tue,%2027%20Aug%202024%2011:34:56%20GMT	https://public-api.wordpress.com/oembed/?format=xml&url=https%3A%2F%2Fsezaiakman75.wordpress.com%2Ffaq%2F&for=wpcom-auto-discovery	/home/igli/Desktop/winterschool/crawl_wp/public-api.wordpress.com/oembed/index2b70.html	(from https://sezaiakman75.wordpress.com/faq/)
14:34:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Aug%202024%2011:34:56%20GMT	https://wp.me/PfZ8BV-1i	/home/igli/Desktop/winterschool/crawl_wp/wp.me/PfZ8BV-1i.30.delayed	(from https://sezaiakman75.wordpress.com/code-of-conduct/)
14:34:57	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/twentytwentyfour//page	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-admin/site-editor.31438e.delayed	(from https://sezaiakman75.wordpress.com/code-of-conduct/)
14:34:57	0/-1	---M--	302	error ('')			https://sezaiakman75.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsezaiakman75.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Ftwentytwentyfour%2F%2Fpage&reauth=1	/home/igli/Desktop/winterschool/crawl_wp/sezaiakman75.wordpress.com/wp-login.3273f2.delayed	(from https://sezaiakman75.wordpress.com/code-of-conduct/)
